Week,Tier,Date,Player,Opponent,Game,Goal,Time (mins),Start URL,End URL
3,B,3/5/2025,Hugo,Marshmallow,Rail Heist,RAIL HEIST: Beat 5 levels,4.7,https://www.youtube.com/watch?v=KgAR5RNt16U&t=75,https://www.youtube.com/watch?v=KgAR5RNt16U&t=355
3,B,3/5/2025,Marshmallow,Hugo,Barbuta,BARBUTA: Collect the reward from a green skull,7.9,https://www.youtube.com/watch?v=KgAR5RNt16U&t=75,https://www.youtube.com/watch?v=KgAR5RNt16U&t=550
3,B,3/5/2025,Marshmallow,Hugo,Valbrace,VALBRACE: Level up at a throne,4.6,https://www.youtube.com/watch?v=KgAR5RNt16U&t=550,https://www.youtube.com/watch?v=KgAR5RNt16U&t=825
3,B,3/5/2025,Hugo,Marshmallow,Attactics,ATTACTICS: Beat 8 levels,10.2,https://www.youtube.com/watch?v=KgAR5RNt16U&t=355,https://www.youtube.com/watch?v=KgAR5RNt16U&t=965
3,B,3/5/2025,Hugo,Marshmallow,Bushido Ball,BUSHIDO BALL: Win a 16-point match on Hyper speed w/ no time limit,3.7,https://www.youtube.com/watch?v=KgAR5RNt16U&t=965,https://www.youtube.com/watch?v=KgAR5RNt16U&t=1185
3,B,3/5/2025,Hugo,Marshmallow,Rakshasa,RAKSHASA: Beat the first stage,5.0,https://www.youtube.com/watch?v=KgAR5RNt16U&t=1185,https://www.youtube.com/watch?v=KgAR5RNt16U&t=1485
3,B,3/5/2025,Marshmallow,Hugo,General,UFO OPEN: Golfaria: Hit a Parbot; Pingolf: Gold Disk; Lords of Diskonia: Destroy 5 enemy disks,14.3,https://www.youtube.com/watch?v=KgAR5RNt16U&t=825,https://www.youtube.com/watch?v=KgAR5RNt16U&t=1685
3,B,3/5/2025,Hugo,Marshmallow,Party House,PARTY HOUSE: Have 6 trouble on screen at once,4.9,https://www.youtube.com/watch?v=KgAR5RNt16U&t=1485,https://www.youtube.com/watch?v=KgAR5RNt16U&t=1780
3,B,3/5/2025,Hugo,Marshmallow,Ninpek,NINPEK: Collect 3 crowns,9.2,https://www.youtube.com/watch?v=KgAR5RNt16U&t=1780,https://www.youtube.com/watch?v=KgAR5RNt16U&t=2335
3,B,3/5/2025,Hugo,Marshmallow,General,Enter a top 5 score on 4 arcade leaderboards,5.0,https://www.youtube.com/watch?v=KgAR5RNt16U&t=2335,https://www.youtube.com/watch?v=KgAR5RNt16U&t=2635
3,B,3/5/2025,Marshmallow,Hugo,Cyber Owls,CYBER OWLS: HAWK-BASE allowed; beat Antarctica,22.2,https://www.youtube.com/watch?v=KgAR5RNt16U&t=1685,https://www.youtube.com/watch?v=KgAR5RNt16U&t=3020
3,B,3/5/2025,Hugo,Marshmallow,General,Find an easter egg UFO in 5 games,7.1,https://www.youtube.com/watch?v=KgAR5RNt16U&t=2635,https://www.youtube.com/watch?v=KgAR5RNt16U&t=3060
3,B,3/5/2025,Marshmallow,Hugo,General,Defeat 10 bosses,5.7,https://www.youtube.com/watch?v=KgAR5RNt16U&t=3020,https://www.youtube.com/watch?v=KgAR5RNt16U&t=3360
3,B,3/5/2025,Hugo,Marshmallow,Overbold,OVERBOLD: Complete a wave with $1000+ stakes without using bombs,9.8,https://www.youtube.com/watch?v=KgAR5RNt16U&t=3060,https://www.youtube.com/watch?v=KgAR5RNt16U&t=3645
3,B,3/5/2025,Marshmallow,Hugo,Golfaria,GOLFARIA: Collect 3 clubs,35.2,https://www.youtube.com/watch?v=KgAR5RNt16U&t=3360,https://www.youtube.com/watch?v=KgAR5RNt16U&t=5470
3,B,3/5/2025,Hugo,Marshmallow,Kick Club,KICK CLUB: Gold disk,34.6,https://www.youtube.com/watch?v=KgAR5RNt16U&t=3645,https://www.youtube.com/watch?v=KgAR5RNt16U&t=5720
3,C,3/15/2025,dahdumbguy,JoeyBlast,Grimstone,GRIMSTONE: Defeat 15 enemies,8.7,https://www.youtube.com/watch?v=zAXERRjCmRM&t=128,https://www.youtube.com/watch?v=zAXERRjCmRM&t=648
3,C,3/15/2025,JoeyBlast,dahdumbguy,Bug Hunter,BUG HUNTER: Use WORK-HARD; complete Job 1,26.7,https://www.youtube.com/watch?v=zAXERRjCmRM&t=128,https://www.youtube.com/watch?v=zAXERRjCmRM&t=1728
3,C,3/15/2025,JoeyBlast,dahdumbguy,Paint Chase,PAINT CHASE: Beat 12 levels,11.2,https://www.youtube.com/watch?v=zAXERRjCmRM&t=1728,https://www.youtube.com/watch?v=zAXERRjCmRM&t=2403
3,C,3/15/2025,dahdumbguy,JoeyBlast,Valbrace,VALBRACE: Give the Red Knight 5 items,51.2,https://www.youtube.com/watch?v=zAXERRjCmRM&t=648,https://www.youtube.com/watch?v=zAXERRjCmRM&t=3718
3,C,3/15/2025,dahdumbguy,JoeyBlast,Rock On! Island,ROCK ON! ISLAND: Beat Initial Encounter w/o cavemen,12.9,https://www.youtube.com/watch?v=zAXERRjCmRM&t=3718,https://www.youtube.com/watch?v=zAXERRjCmRM&t=4493
3,C,3/15/2025,JoeyBlast,dahdumbguy,Planet Zoldath,PLANET ZOLDATH: Eat 10 slabs of meat,35.7,https://www.youtube.com/watch?v=zAXERRjCmRM&t=2403,https://www.youtube.com/watch?v=zAXERRjCmRM&t=4543
3,C,3/15/2025,JoeyBlast,dahdumbguy,Mini & Max,MINI & MAX: Save the brainwashed mouse near the portrait,15.3,https://www.youtube.com/watch?v=zAXERRjCmRM&t=4543,https://www.youtube.com/watch?v=zAXERRjCmRM&t=5463
3,C,3/15/2025,dahdumbguy,JoeyBlast,Bushido Ball,BUSHIDO BALL: Win the first match as every character,30.8,https://www.youtube.com/watch?v=zAXERRjCmRM&t=4493,https://www.youtube.com/watch?v=zAXERRjCmRM&t=6343
3,C,3/8/2025,A guy,parchmentEng,Bug Hunter,BUG HUNTER: Earn 3 kills with one module use,2.2,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=189,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=319
3,C,3/8/2025,A guy,parchmentEng,General,Increase your max HP in 6 games,9.8,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=319,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=909
3,C,3/8/2025,A guy,parchmentEng,Mini & Max,MINI & MAX: Turn off the lamp,3.2,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=909,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=1099
3,C,3/8/2025,A guy,parchmentEng,Rock On! Island,ROCK ON! ISLAND: Have 20 chickens in a main level,6.1,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=1099,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=1464
3,C,3/8/2025,parchmentEng,A guy,Velgress,VELGRESS: Hold 50 coins at once,24.2,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=189,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=1639
3,C,3/8/2025,A guy,parchmentEng,Cyber Owls,CYBER OWLS: Complete 2 missions,9.3,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=1464,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=2024
3,C,3/8/2025,A guy,parchmentEng,General,Defeat a boss in 5 different games,10.7,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=2024,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=2664
3,C,3/8/2025,A guy,parchmentEng,Seaside Drive,SEASIDE DRIVE: Destroy the UFO in Stage 3,6.0,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=2664,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=3024
3,C,3/8/2025,parchmentEng,A guy,Hyper Contender,HYPER CONTENDER: Win 4 fights in a row without rematches,27.2,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=1639,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=3269
3,C,3/8/2025,A guy,parchmentEng,Waldorf’s Journey,WALDORF’S JOURNEY: Gold disk,8.8,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=3024,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=3554
3,C,3/8/2025,parchmentEng,A guy,Mortol II,MORTOL II: Activate all the switches,8.2,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=3269,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=3759
3,C,3/8/2025,A guy,parchmentEng,Lords of Diskonia,LORDS OF DISKONIA: Have 5 enemy disks drown,8.7,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=3554,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=4074
3,C,3/8/2025,A guy,parchmentEng,Quibble Race,QUIBBLE RACE: Gold disk,8.2,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=4074,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=4564
3,C,3/8/2025,parchmentEng,A guy,Paint Chase,PAINT CHASE: Reach a score of 240+,18.0,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=3759,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=4839
3,C,3/8/2025,A guy,parchmentEng,Magic Garden,"MAGIC GARDEN: Reach a score of 50,000+",9.8,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=4564,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=5154
3,C,3/8/2025,A guy,parchmentEng,General,Enter a top 3 score on 3 arcade leaderboards,6.8,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=5154,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=5564
3,C,3/8/2025,A guy,parchmentEng,Pilot Quest,PILOT QUEST: Defeat Unktomi (Spider boss),3.2,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=5564,https://www.youtube.com/watch?v=G2OUE0fEKQI&t=5754
3,C,3/5/2025,Saffron,Dom,Pingolf,PINGOLF: Score -2 or better on three holes,9.8,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=287,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=872
3,C,3/5/2025,Dom,Saffron,Seaside Drive,SEASIDE DRIVE: Destroy the UFO in Stage 3,13.5,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=287,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=1097
3,C,3/5/2025,Saffron,Dom,Waldorf’s Journey,WALDORF’S JOURNEY: Gold disk,15.3,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=872,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=1792
3,C,3/5/2025,Dom,Saffron,General,Enter a top 3 score on 3 arcade leaderboards,28.3,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=1097,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=2797
3,C,3/5/2025,Saffron,Dom,Golfaria,GOLFARIA: Hit 3 eagles,19.3,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=1792,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=2952
3,C,3/5/2025,Dom,Saffron,Mortol II,MORTOL II: Collect 10 keys,10.3,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=2797,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=3417
3,C,3/5/2025,Dom,Saffron,General,Defeat 7 bosses,2.8,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=3417,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=3582
3,C,3/5/2025,Dom,Saffron,General,Collect a beverage in 6 different games,11.8,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=3582,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=4292
3,C,3/5/2025,Saffron,Dom,Party House,PARTY HOUSE: Beat any 3 of the 5 default scenarios,22.1,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=2952,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=4277
3,C,3/5/2025,Dom,Saffron,Ninpek,NINPEK: Collect 3 crowns,5.0,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=4292,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=4592
3,C,3/5/2025,Dom,Saffron,Avianos,AVIANOS: Control 15+ tiles at once,12.4,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=4592,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=5337
3,C,3/5/2025,Dom,Saffron,Bug Hunter,BUG HUNTER: Complete a job with your energy maxed out,15.0,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=5337,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=6237
3,C,3/5/2025,Dom,Saffron,Campanella,"CAMPANELLA: Use BEAN-DRIP; Score 6,000 points in the Bonus Game",3.2,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=6237,https://www.youtube.com/watch?v=dB9H7A-ZIZM&t=6432
3,C,3/4/2025,amarettosis,Smo,Caramel Caramel,"CARAMEL CARAMEL: Score 8,000+ points in the prologue",4.4,https://www.twitch.tv/videos/2397258949?t=4m6s,https://www.twitch.tv/videos/2397258949?t=8m31s
3,C,3/4/2025,Smo,amarettosis,Porgy,PORGY: Collect 3 torpedo upgrades,14.4,https://www.twitch.tv/videos/2397258949?t=4m6s,https://www.twitch.tv/videos/2397258949?t=18m31s
3,C,3/4/2025,Smo,amarettosis,Rakshasa,RAKSHASA: Have 0 skulls by using bell pickups,3.0,https://www.twitch.tv/videos/2397258949?t=18m31s,https://www.twitch.tv/videos/2397258949?t=21m31s
3,C,3/4/2025,amarettosis,Smo,Camouflage,CAMOUFLAGE: Gold disk,18.2,https://www.twitch.tv/videos/2397258949?t=8m31s,https://www.twitch.tv/videos/2397258949?t=26m46s
3,C,3/4/2025,Smo,amarettosis,Campanella 3,CAMPANELLA 3: Beat Galbrain,12.2,https://www.twitch.tv/videos/2397258949?t=21m31s,https://www.twitch.tv/videos/2397258949?t=33m41s
3,C,3/4/2025,amarettosis,Smo,Warptank,WARPTANK: Complete the three levels in the initial hub room,8.7,https://www.twitch.tv/videos/2397258949?t=26m46s,https://www.twitch.tv/videos/2397258949?t=35m26s
3,C,3/4/2025,Smo,amarettosis,Mini & Max,MINI & MAX: Return the stolen Termite Egg to the outlet,7.2,https://www.twitch.tv/videos/2397258949?t=33m41s,https://www.twitch.tv/videos/2397258949?t=40m51s
3,C,3/4/2025,Smo,amarettosis,Mini & Max,MINI & MAX: Slay the Water Bear in the west pot,1.5,https://www.twitch.tv/videos/2397258949?t=40m51s,https://www.twitch.tv/videos/2397258949?t=42m21s
3,C,3/4/2025,amarettosis,Smo,General,Beat 4 levels in 5 different games,31.0,https://www.twitch.tv/videos/2397258949?t=35m26s,https://www.twitch.tv/videos/2397258949?t=1h6m26s
3,C,3/4/2025,Smo,amarettosis,Fist Hell,FIST HELL: Have $50 at once,31.3,https://www.twitch.tv/videos/2397258949?t=42m21s,https://www.twitch.tv/videos/2397258949?t=1h13m41s
3,C,3/4/2025,Smo,amarettosis,General,Enter a top 5 score on 4 arcade leaderboards,12.8,https://www.twitch.tv/videos/2397258949?t=1h13m41s,https://www.twitch.tv/videos/2397258949?t=1h26m26s
3,C,3/4/2025,amarettosis,Smo,Mooncat,MOONCAT: Visit 12 different rooms,21.8,https://www.twitch.tv/videos/2397258949?t=1h6m26s,https://www.twitch.tv/videos/2397258949?t=1h28m11s
3,C,3/4/2025,Smo,amarettosis,General,AMY: Hot Foot: Win 2 games with Amy; Fist Hell: Clear 2nd scare as Amy; Party House: Beat a random scenario,10.6,https://www.twitch.tv/videos/2397258949?t=1h26m26s,https://www.twitch.tv/videos/2397258949?t=1h37m1s
3,C,3/6/2025,WinnerBit,Morzis,Seaside Drive,SEASIDE DRIVE: Beat Stage 2,6.3,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=519,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=899
3,C,3/6/2025,Morzis,WinnerBit,Combatants,COMBATANTS: Beat ‘First Blood’ without shooting,8.1,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=519,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=1004
3,C,3/6/2025,Morzis,WinnerBit,Planet Zoldath,PLANET ZOLDATH: Have 2 of each resource at once,3.6,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=1004,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=1219
3,C,3/6/2025,WinnerBit,Morzis,Valbrace,VALBRACE: Clear Floor 1,13.1,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=899,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=1684
3,C,3/6/2025,Morzis,WinnerBit,Paint Chase,PAINT CHASE: Beat 6 levels,7.8,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=1219,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=1684
3,C,3/6/2025,WinnerBit,Morzis,Pingolf,PINGOLF: Hole-in-one on 3 different courses,9.6,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=1684,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=2259
3,C,3/6/2025,WinnerBit,Morzis,Magic Garden,MAGIC GARDEN: Gold disk,5.2,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=2259,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=2574
3,C,3/6/2025,Morzis,WinnerBit,Porgy,PORGY: Defeat a boss,17.9,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=1684,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=2759
3,C,3/6/2025,Morzis,WinnerBit,Planet Zoldath,PLANET ZOLDATH: Max out health by collecting 4 energy cubes,3.9,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=2759,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=2994
3,C,3/6/2025,WinnerBit,Morzis,Rakshasa,RAKSHASA: Beat the first stage,7.9,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=2574,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=3049
3,C,3/6/2025,Morzis,WinnerBit,General,Increase your max HP in 6 games,0.1,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=4034,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=4039
3,C,3/6/2025,Morzis,WinnerBit,Hyper Contender,HYPER CONTENDER: Use PAST-RULE; beat Draft Mode,2.0,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=4039,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=4159
3,C,3/6/2025,WinnerBit,Morzis,General,Collect 4 gold disks,18.8,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=3049,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=4179
3,C,3/6/2025,WinnerBit,Morzis,General,Collect 12 gifts for the garden,8.4,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=4179,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=4684
3,C,3/6/2025,Morzis,WinnerBit,Rock On! Island,ROCK ON! ISLAND: CLUB-PASS allowed; beat Terror Overhead,23.4,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=4159,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=5564
3,C,3/6/2025,WinnerBit,Morzis,General,Defeat a boss in 5 different games,16.3,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=4684,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=5664
3,C,3/6/2025,Morzis,WinnerBit,Bug Hunter,BUG HUNTER: Use 3 different 4-cost modules in one job,3.2,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=5564,https://www.youtube.com/watch?v=i-_8R22CgrQ&t=5759
4,A,3/10/2025,bob salad,Gurizuri,Velgress,VELGRESS: Clear out a shop’s stock,4.8,https://youtu.be/HREiW0bTDsE?t=927,https://youtu.be/HREiW0bTDsE?t=1217
4,A,3/10/2025,bob salad,Gurizuri,Velgress,VELGRESS: Gold disk,1.0,https://youtu.be/HREiW0bTDsE?t=1217,https://youtu.be/HREiW0bTDsE?t=1277
4,A,3/10/2025,bob salad,Gurizuri,Ninpek,NINPEK: Eat 5 sandwiches,2.2,https://youtu.be/HREiW0bTDsE?t=1277,https://youtu.be/HREiW0bTDsE?t=1412
4,A,3/10/2025,bob salad,Gurizuri,Mortol II,"MORTOL II: In one run, defeat at least 2 enemies with each player class",4.3,https://youtu.be/HREiW0bTDsE?t=1412,https://youtu.be/HREiW0bTDsE?t=1672
4,A,3/10/2025,Gurizuri,bob salad,Caramel Caramel,"CARAMEL CARAMEL: Score 50,000+ points",20.9,https://youtu.be/HREiW0bTDsE?t=927,https://youtu.be/HREiW0bTDsE?t=2182
4,A,3/10/2025,bob salad,Gurizuri,Magic Garden,MAGIC GARDEN: Gold disk,9.3,https://youtu.be/HREiW0bTDsE?t=1672,https://youtu.be/HREiW0bTDsE?t=2232
4,A,3/10/2025,Gurizuri,bob salad,Caramel Caramel,CARAMEL CARAMEL: Gold disk,3.8,https://youtu.be/HREiW0bTDsE?t=2182,https://youtu.be/HREiW0bTDsE?t=2407
4,A,3/10/2025,bob salad,Gurizuri,General,Collect 4 cherry disks,8.6,https://youtu.be/HREiW0bTDsE?t=2232,https://youtu.be/HREiW0bTDsE?t=2747
4,A,3/10/2025,bob salad,Gurizuri,General,ARCADE ACE: Gold Disk any 3 of the 16 “ARCADE” games,0.2,https://youtu.be/HREiW0bTDsE?t=2747,https://youtu.be/HREiW0bTDsE?t=2757
4,A,3/10/2025,Gurizuri,bob salad,Mooncat,MOONCAT: Visit 12 different rooms,6.2,https://youtu.be/HREiW0bTDsE?t=2407,https://youtu.be/HREiW0bTDsE?t=2782
4,A,3/10/2025,bob salad,Gurizuri,Camouflage,"CAMOUFLAGE: Get eaten by a Frog, Gator, & Bird",3.3,https://youtu.be/HREiW0bTDsE?t=2757,https://youtu.be/HREiW0bTDsE?t=2957
4,A,3/10/2025,bob salad,Gurizuri,Warptank,WARPTANK: Complete the three levels in the initial hub room,2.8,https://youtu.be/HREiW0bTDsE?t=2957,https://youtu.be/HREiW0bTDsE?t=3122
4,A,3/10/2025,bob salad,Gurizuri,Bushido Ball,BUSHIDO BALL: Win a 16-point match on Hyper speed w/ no time limit,4.8,https://youtu.be/HREiW0bTDsE?t=3122,https://youtu.be/HREiW0bTDsE?t=3407
4,A,3/10/2025,Gurizuri,bob salad,General,Beat 8 levels in 3 different games,12.4,https://youtu.be/HREiW0bTDsE?t=2782,https://youtu.be/HREiW0bTDsE?t=3527
4,A,3/10/2025,bob salad,Gurizuri,Valbrace,VALBRACE: Give the Red Knight 5 items,5.2,https://youtu.be/HREiW0bTDsE?t=3407,https://youtu.be/HREiW0bTDsE?t=3717
4,A,3/10/2025,Gurizuri,bob salad,Campanella 3,CAMPANELLA 3: Win the bonus game,3.5,https://youtu.be/HREiW0bTDsE?t=3527,https://youtu.be/HREiW0bTDsE?t=3737
4,A,3/10/2025,bob salad,Gurizuri,Avianos,AVIANOS: Win a Fledgling game in the campaign,12.0,https://youtu.be/HREiW0bTDsE?t=3717,https://youtu.be/HREiW0bTDsE?t=4437
4,A,3/10/2025,Gurizuri,bob salad,Fist Hell,FIST HELL: Beat the 4th scare (Boardwalk Bash),16.2,https://youtu.be/HREiW0bTDsE?t=3737,https://youtu.be/HREiW0bTDsE?t=4707
4,A,3/10/2025,bob salad,Gurizuri,General,Enter a top 5 score on 4 arcade leaderboards,5.9,https://youtu.be/HREiW0bTDsE?t=4437,https://youtu.be/HREiW0bTDsE?t=4792
4,A,3/11/2025,Spooty,Peter Peladon,Block Koala,BLOCK KOALA: Beat 5 story levels,3.9,https://www.youtube.com/watch?v=JYEYJKKYUwI&t=198,https://www.youtube.com/watch?v=JYEYJKKYUwI&t=433
4,A,3/11/2025,Peter Peladon,Spooty,Waldorf’s Journey,WALDORF’S JOURNEY: Gold disk,6.9,https://www.youtube.com/watch?v=JYEYJKKYUwI&t=198,https://www.youtube.com/watch?v=JYEYJKKYUwI&t=613
4,A,3/11/2025,Spooty,Peter Peladon,Bug Hunter,BUG HUNTER: Use 3 different 4-cost modules in one job,3.9,https://www.youtube.com/watch?v=JYEYJKKYUwI&t=433,https://www.youtube.com/watch?v=JYEYJKKYUwI&t=668
4,A,3/11/2025,Spooty,Peter Peladon,Hyper Contender,HYPER CONTENDER: Win 4 fights in a row without rematches,1.6,https://www.youtube.com/watch?v=JYEYJKKYUwI&t=668,https://www.youtube.com/watch?v=JYEYJKKYUwI&t=763
4,A,3/11/2025,Spooty,Peter Peladon,Cyber Owls,CYBER OWLS: Clear Moscow with 1200+ score,4.0,https://www.youtube.com/watch?v=JYEYJKKYUwI&t=763,https://www.youtube.com/watch?v=JYEYJKKYUwI&t=1003
4,A,3/11/2025,Spooty,Peter Peladon,General,Beat 8 levels in 3 different games,6.9,https://www.youtube.com/watch?v=JYEYJKKYUwI&t=1003,https://www.youtube.com/watch?v=JYEYJKKYUwI&t=1418
4,A,3/15/2025,Mordaak,stnfwds,Valbrace,VALBRACE: Level up at a throne,3.4,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=432,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=638
4,A,3/15/2025,Mordaak,stnfwds,Mooncat,MOONCAT: Use 2 warps,2.3,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=638,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=778
4,A,3/15/2025,stnfwds,Mordaak,Campanella,CAMPANELLA: Defeat the Stage B Boss,7.1,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=432,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=858
4,A,3/15/2025,Mordaak,stnfwds,Star Waspir,STAR WASPIR: Have a 20x multiplier,2.0,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=778,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=898
4,A,3/15/2025,Mordaak,stnfwds,Ninpek,NINPEK: Gold disk,9.3,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=898,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=1458
4,A,3/15/2025,Mordaak,stnfwds,Rail Heist,RAIL HEIST: Beat 5 levels,5.3,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=1458,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=1778
4,A,3/15/2025,stnfwds,Mordaak,Porgy,PORGY: Return 4 fish eggs to their mother,19.8,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=858,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=2043
4,A,3/15/2025,stnfwds,Mordaak,Warptank,WARPTANK: Collect 3 coffees,4.0,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=2043,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=2283
4,A,3/15/2025,Mordaak,stnfwds,Onion Delivery,ONION DELIVERY: Deliver 8 onions in a single day and complete the day,9.0,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=1778,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=2318
4,A,3/15/2025,stnfwds,Mordaak,Avianos,AVIANOS: Max out blessings from one Ancestor,3.3,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=2283,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=2483
4,A,3/15/2025,Mordaak,stnfwds,Attactics,ATTACTICS: Beat 5 levels without losing any flags,3.4,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=2318,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=2523
4,A,3/15/2025,stnfwds,Mordaak,General,Enter a top 3 score on 3 arcade leaderboards,6.2,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=2483,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=2858
4,A,3/15/2025,stnfwds,Mordaak,General,Buy an item from a shop in 10 different games,2.8,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=2858,https://www.youtube.com/watch?v=6UdK-z7GTL8&t=3023
